ts,rhoavgc,rhoavgo,rhomaxc,rhomaxo
2.07,967.1854273343054,959.6382309134336,1021.5179248606064,1026.9462123093044
2.08,966.4052978064309,958.3444136988036,1019.5453969280932,1061.2269335611013
2.09,966.2932697218305,957.7060187065109,1057.196345668648,1023.852299662312
2.1,967.3741990336559,956.3023651416785,1069.0031954416368,1024.7831767156338
2.11,968.466982852414,955.486911909231,1036.2046930780184,1018.565497073594
2.12,968.9290872586004,955.0905523236966,1037.2395658852322,1018.5898598503517
2.13,968.5272006549392,955.7343026506877,1057.042071412671,1018.6537183251434
2.14,967.150401333215,956.6217515681876,1052.5363650869099,1012.3506030546341
2.15,966.1520002517736,956.9967817551699,1036.588740837256,1018.789365108061
2.16,964.8797877792001,957.3792532960055,1030.7595972779525,1025.6493366373702
2.17,962.9232296098237,959.1739434384615,1021.2267549202043,1041.856612278051
2.18,960.9928643614619,960.558831798297,1069.0468622209678,1077.9565192152859
2.19,959.8520019517259,962.338898534808,1123.7764385131939,1056.3003085744435
2.2,959.2749532395543,964.697287480464,1018.2467197851854,1084.6073032494394
2.21,959.9804671620923,965.3707116985877,1011.0330911644216,1037.325175108787
2.22,963.5433696201974,966.9806246755056,1048.2871283933896,1050.9578358507647
2.23,961.0590497785978,968.1374718432481,1042.6573397153625,1134.4076134148524
2.24,962.7836668034702,967.4551827721747,1086.8277765361274,1077.6244655753985
2.25,962.1276154288399,966.7883731497127,1074.8276925523576,1051.0469528489034
2.2600000000000002,962.1216243437634,967.7197729038518,1042.5732048862815,1057.8565921406644
2.27,964.1581373223737,966.9762847904077,1140.8681667476285,1022.9367393023267
2.2800000000000002,964.9472072749459,966.9278871401108,1030.0996492115764,1110.0879969585192
2.29,965.7047642928251,965.8444508529344,1025.3661083144013,1031.9704958809155
2.3000000000000003,966.4248590143374,965.4214324980699,1024.4688709265135,1032.4989879553036
2.31,967.7241425864747,965.8287581339703,1020.0850843289967,1023.3721295410343
2.32,969.2788803681632,968.1807950872783,1036.3289300058032,1035.2392526590584
2.33,973.4078295806139,969.4660585981387,1087.6638181939666,1102.649204097725
2.34,974.14544706861,969.8964055594164,1030.3468850091708,1055.1420818293495
2.35,973.2325530930505,971.4181284384871,1038.565294329144,1080.9353913513328
2.36,973.9671669753643,972.0394410546907,1076.3132364685919,1067.4683775662975
2.37,975.1789874404989,971.148036076421,1095.2760589027048,1065.1012334056106
2.38,975.7504245975092,970.4174470441736,1072.6351141041282,1031.868237396226
2.39,976.3854739577719,970.2257269227399,1050.0438947752232,1086.3118596297006
2.4,975.5291529858104,969.7361546591044,1073.3842333186353,1070.9305469724568
2.41,976.1455949084439,968.7474746328934,1163.5986181935173,1053.7766988122207
2.42,975.3369439126268,969.8794051179026,1089.9359732838839,1079.0847354351224
2.43,975.0852330956166,970.1634005667672,1121.3772629795433,1056.8488980293037
2.44,975.1611088135353,970.7775140283467,1128.7054716611724,1037.65349132973
2.45,974.0408697250062,970.9202681296669,1019.9881923641985,1038.6048830327964
2.46,974.7516085286674,970.4479858465025,1019.501839929647,1077.689183267835
2.47,975.8003815354084,970.0563726802762,1023.8279590988741,1030.5752755382427
2.48,977.0170969911294,970.208100057267,1236.4969340572147,1026.8055722299155
2.49,975.8060660997089,970.3198469201437,1027.1717485174267,1029.1507734869795
2.5,976.3247523766603,970.0367240742243,1052.9037917492897,1033.7805579497667
2.5100000000000002,980.3298645907306,969.3840604459447,1191.0612837981914,1021.4412103381827
2.52,981.0152911562477,969.9730718184708,1094.3031760861159,1024.2303328795897
2.5300000000000002,981.2029302156204,970.588811378139,1087.8765906197973,1031.7154263975008
2.54,980.4601101743924,971.1162653795907,1070.8944733293963,1044.374706002332
2.5500000000000003,980.2103615961526,972.3010068639963,1045.8795099947324,1078.5606162122137
2.56,980.3659390388912,973.2759710612099,1051.871399876813,1061.555381142748
2.57,980.4484439164908,974.3058747950457,1042.541511722792,1060.5536087686623
2.58,979.7830101299729,974.0825182290276,1092.6984669882238,1040.397808144545
2.59,978.2871414094269,973.0568919987492,1040.8473845556086,1019.048525917163
2.6,979.1118266270776,970.8617440618588,1241.614396471315,1022.2887683824858
2.61,976.410785016965,969.7707409757993,1040.418630469266,1023.7410791253187
2.62,973.1454121836181,970.7676895643414,1036.1999357591958,1092.2827158411305
2.63,970.9965614790331,970.8578308404853,1045.3056350965353,1043.8004957282033
2.64,968.8967260891663,970.6347098482364,1021.5246880624875,1023.7953544479408
2.65,967.0322440595293,970.795527130615,1012.5353941575526,1016.7233299512288
2.66,965.8405459634474,970.9282040098517,1025.7478960265978,1027.5750083314
2.67,965.6784830774693,972.0332838911517,1039.155143741253,1022.1239084599471
2.68,965.7978260772319,974.0423952574297,1097.540102837294,1021.0600196701537
2.69,964.6459257581864,974.5929550373559,1040.1536008114806,1062.2492077704442
2.7,964.5637524979236,975.2650561504998,1041.6759488290352,1078.3625261279133
2.71,963.9334542790881,973.8015660936288,1012.6986779533269,1032.053654394387
2.72,963.8412392143287,971.3540177737274,1017.4697795024183,1038.6236191878727
2.73,964.3639931644473,969.327959763586,1018.774473145426,1035.9888723778672
2.74,965.0637085940036,967.8180366397215,1048.28689036265,1018.9230038065677
2.75,964.5579000708354,968.6796911451952,1078.191156612177,1031.9901808373895
2.7600000000000002,963.044860215684,969.4339559063922,1023.9394250770375,1044.611392192357
2.77,962.8762226253975,969.4393730851064,1020.4818883503849,1029.06449505547
2.7800000000000002,963.0953707763401,967.9874173875992,1018.4777070202377,1060.4832119208863
2.79,962.8567650322586,966.3010251530098,1019.0860472284406,1021.1201859931547
2.8000000000000003,962.517167961507,965.1663029362074,1027.3791407228068,1020.1828706648528
2.81,962.4740691066829,964.0426313766594,1019.6336433778047,1014.631279428074
2.82,962.193778815616,963.2816702341686,1020.4547974979027,1015.406214659216
2.83,961.9394778899415,962.9003647650818,1013.9945132241231,1011.5224635270067
2.84,961.6378830671679,962.5199725955205,1010.4529164811935,1014.3805055334949
2.85,961.6238112344904,962.9470000050819,1013.583406900532,1087.6552654141158
2.86,961.9194059796479,962.881725152481,1015.2730757890711,1075.8096046180672
2.87,962.9329546347357,962.4257689700488,1010.3786251551975,1016.5213743583184
2.88,964.4274670417178,962.6712893952373,1012.9019900440029,1078.4802749543383
2.89,965.6817285096236,963.0179135256149,1013.5579784742245,1112.5807819475435
2.9,966.5695105753751,962.2286545467941,1011.4454891284281,1030.2638232321258
2.91,966.8368723768864,961.5227385999939,1013.8114772236509,1018.3844343891654
2.92,966.4627180959257,961.2147880837389,1012.7993983519642,1020.4428031753681
2.93,965.4175193367787,960.622331138333,1008.9101288245305,1021.8968972120368
2.94,964.696720130868,959.8999250359428,1011.3017329108316,1023.309915777532
2.95,964.6360710909222,958.6870219254159,1014.9120565785161,1020.4105174378747
2.96,965.0094888992055,957.2258835480151,1011.8004340229703,1014.1180893879011
2.97,966.1743384687239,956.1487263536823,1014.7078544416038,1015.8378794543381
2.98,967.6610324880737,955.2366420286107,1013.9197805548638,1015.6307138852659
2.99,968.3646602236579,954.6391815980771,1020.8097706461394,1015.0328363701901
3.0,968.4554761219525,954.3697847719635,1013.4340859348264,1012.2740594272843
3.0100000000000002,968.4178706135074,954.3264514943099,1013.6601301591419,1010.1215616582458
3.02,967.9497632505378,954.1314465556991,1014.2797666224809,1008.2744031120194
3.0300000000000002,967.3141601969314,953.9859320330871,1011.6085943922986,1008.3336921080522
3.04,966.4823387657026,953.9764371591225,1009.7219964012013,1010.7072382654175
3.0500000000000003,965.8742400001187,954.1257937654706,1014.9483933320455,1014.4755319505255
3.06,965.6817265448974,954.2787496455144,1012.1766835424669,1013.1076011612801
3.0700000000000003,965.8127981500423,955.0067101934723,1011.8029756831883,1016.3011994760361
3.08,966.077200463325,957.1437792002688,1007.5199419701596,1010.7463672445574
3.09,966.6367468805804,956.5546080623506,1014.0359554311793,1011.9687271093728
3.1,967.3147308394573,955.6568138214557,1006.4127391680468,1016.5836411289409
3.11,968.3675243924696,957.1712425176452,1017.5372639118174,1172.4062524052792
3.12,969.5482997718733,956.3656836516456,1038.8360012794678,1082.810723434549
3.13,970.2791584848411,956.4295508219412,1043.9718919127981,1047.2922874019982
3.14,970.4313894641068,956.200740072518,1037.5364939687893,1029.5693834008446
3.15,969.520072934302,955.7127221786227,1022.6240355020664,1015.0929392628613
3.16,969.1900236117557,955.9931674024969,1014.1140076301142,1021.1271502141058
3.17,969.4096988081218,956.702636784813,1007.6083455847046,1027.0475016589896
3.18,968.9442671280499,956.9171539343363,1006.8553822207427,1021.4385336014609
3.19,968.6021263283532,957.0098875765714,1008.1435860650511,1011.0161379158254
3.2,968.3777355830666,958.0161063453758,1006.2832152450064,1017.1385336645792
3.21,968.1024040298981,959.3476438181392,1006.110981548066,1019.8807972030261
3.22,967.9076898672386,960.3550568116282,1005.1724438346893,1012.0077474853952
3.23,968.0552632332302,960.8447264455664,1005.7730587713302,1019.7321199870349
3.24,968.5773769990614,960.8272609300179,1008.4471981579766,1031.8915764201258
3.25,969.2987117686027,960.2962525183581,1032.4105574299108,1025.065061235431
3.2600000000000002,970.1249058565061,960.7937848093911,1011.0726047579825,1018.4664108681384
3.27,971.1060158550392,961.5963548121642,1034.850705164335,1015.2872864657991
3.2800000000000002,971.6212577565412,961.0184891149112,1012.0868637300812,1008.6411387786284
3.29,971.9046650192039,960.4711581536232,1019.0240044280639,1014.7349898970375
3.3000000000000003,971.8696808267918,959.5592524345906,1016.8654870163537,1009.0984637231244
3.31,971.6532299355991,958.3263722983928,1016.1881616810417,1009.2999739039088
3.3200000000000003,971.4794740384556,957.3612906142519,1009.5120078770972,1009.6680396125473
3.33,971.4522494839401,957.8701584620239,1013.539843725547,1010.0377506122369
3.34,971.4712935769666,960.3486128817856,1012.5168652194991,1019.0845067202766
3.35,972.0228725033971,963.4073084924576,1010.0527023001578,1009.9430643698114
3.36,972.966015148877,966.599696317644,1012.6435709885628,1037.3636358685762
3.37,973.635874837097,967.8763129721988,1015.2461496096598,1017.139837462001
3.38,974.3307077881365,968.3859076105609,1012.2625860962302,1022.0530754313762
3.39,975.4164922523873,968.7583840488436,1016.8697163733933,1025.2933667967663
3.4,975.8297669715412,969.7092739614208,1013.158759587345,1022.3504860288448
3.41,976.2962519595877,971.3020529239133,1017.5519241087286,1020.9374081470631
3.42,976.707286771706,973.7839338613626,1013.6473749098794,1024.1376567080167
3.43,976.7946214209285,974.4241142873651,1024.0126466895995,1026.325635392174
3.44,977.0786395004734,974.5883625941102,1023.2911879926114,1017.3764864417113
3.45,977.0607267043342,975.8896264824169,1012.7695894335995,1022.8943069394816
3.46,977.3099216933713,977.6280745484714,1010.8248933749977,1034.4797973343361
3.47,978.7078485965367,978.6493412616887,1040.2822879485072,1026.893825790725
3.48,979.1953737963895,979.5458843471436,1011.3424665077249,1024.64109791971
3.49,980.033531350402,980.9500701728771,1018.7386830643438,1087.8016857966038
3.5,980.9736501981241,980.3011562815847,1020.7206743672159,1021.1647139263299
3.5100000000000002,981.3607574791987,979.7587982948513,1017.8312883386109,1020.7698615636934
3.52,981.2182404279796,979.115861289183,1010.979386738768,1017.1224178465525
3.5300000000000002,980.7233708843951,980.1228977330522,1013.492622233591,1031.3461225828553
3.54,979.885357206534,981.1159666738852,1009.0841452304193,1030.6768427191469
3.5500000000000003,979.2885149606097,982.6803000538328,1009.672884134744,1052.9919341838706
3.56,978.9943179627475,982.2600371815149,1010.6103311772722,1044.0113825201083
3.5700000000000003,978.858487017916,980.8471725461417,1008.2865926382456,1016.2797198145639
3.58,978.872858134795,980.1694443669369,1008.0371239797635,1030.4841322231246
3.59,979.0692954141217,979.94457819911,1007.2121821831729,1020.4226979419751
3.6,980.3134271263259,979.8453725876284,1043.6962802798305,1018.7919712091593
3.61,980.7154410267898,979.5448188016525,1055.908376736978,1015.4088309538305
3.62,980.5328615574247,979.309471538015,1021.7016180592476,1011.7541323430313
3.63,980.6753901349782,979.1826608439111,1016.1950438833048,1015.7882780001898
3.64,980.5356747087177,978.350797266071,1019.1754828779879,1010.6450104452962
3.65,980.787747100753,977.5519793287839,1018.033390233402,1010.7829425747534
3.66,980.8755769547913,977.0704696037367,1013.6108204880894,1011.1649251930237
3.67,980.8780534512041,977.478181973028,1016.5345437706712,1039.036221876791
3.68,980.7230169119473,977.7493747713028,1043.271306818984,1010.5970690961173
3.69,980.4058747960053,978.2861050529838,1047.3143966250204,1010.589961293565
3.7,979.7978768840665,978.6137044669634,1011.508534463984,1016.4115281597352
3.71,979.180853306134,978.6416809388876,1008.5561190417731,1016.1118757342942
3.72,978.7271833013858,978.7544489588886,1009.8145656655272,1013.0942642000349
3.73,978.4977336325818,978.9526534928921,1008.1712723658264,1013.5461763608018
3.74,978.308383163243,979.4554574422083,1016.0736060633816,1013.694926391352
3.75,978.1954037354888,979.3744615061551,1024.666047090494,1016.3788023563761
3.7600000000000002,978.0472563053822,979.5278443981953,1017.6936244327665,1013.9739771996342
3.77,978.0084806504644,979.8597840096296,1019.9428983156072,1012.5472468860619
3.7800000000000002,977.9456073750936,980.1550540045508,1016.9848825204991,1015.0578590852591
3.79,977.8031267806277,980.8591072719613,1014.3371917787515,1009.996546663876
3.8000000000000003,977.7761502509974,981.8224565990573,1011.3499028091444,1012.641593638889
3.81,978.6053871226949,982.7477924869737,1133.427241347272,1012.3023044924134
3.8200000000000003,978.5437077139378,983.1235393407909,1027.7600903851005,1010.4736895173323
3.83,978.8149589201197,983.3218917242149,1016.6134247466204,1014.9045684939924
3.84,979.3737227504122,983.1460678941568,1014.1364878733499,1011.5774891253195
3.85,979.9324929504302,982.8722301185579,1015.7637449079955,1008.795017826739
3.86,980.4198981714716,982.9559731035398,1012.0747884385918,1011.2577744851617
3.87,980.8067081895132,983.2913151112732,1015.0741929637428,1011.3955198439238
3.88,980.7980794672417,983.3207346255272,1012.3652090719401,1008.5443838604984
3.89,980.5245357206837,983.7150613721606,1012.8476214987057,1007.7859006699241
3.9,980.2670928954467,984.1658448578871,1010.2360810368414,1006.640685771876
3.91,979.8777276252517,984.4630601049921,1010.7911678313451,1007.2964842869244
3.92,979.2099841273355,984.6958376469445,1010.5873173186135,1008.3290126356062
3.93,979.4609853464409,984.9055277041782,1055.6015902608735,1010.5477546642463
3.94,980.4201238578859,985.1675107846811,1114.689173884282,1012.5230777792585
3.95,980.3720870196429,985.5972536028755,1054.9392634712071,1009.9281503135669
3.96,982.544155116945,986.2017749776976,1118.184682255548,1013.1791374176199
3.97,982.0638063791898,986.4697488896301,1015.7152338501832,1011.7688583764246
3.98,981.8759599426468,986.3607269288121,1012.9217509851412,1008.7269313301047
3.99,981.945457882765,986.2963753277057,1015.5320384466638,1009.912533740476
4.0,982.3564029772099,986.6021417469365,1013.6189400349476,1009.2462561736212
4.01,982.5886664613504,986.9793500732187,1011.1524206922505,1011.2330094516107
4.0200000000000005,982.1319619829061,987.160306026364,1009.0674310031975,1011.5610482139207
4.03,981.7665875314499,987.1862156912016,1010.2762940099831,1015.990893337407
4.04,981.3622717538864,987.2297562778142,1010.4430017929659,1010.7755260517993
